_id,table,county,product,chronic_flag,chronic_number_v2,chronic_condition,count,med_oop_member,p25th_oop_member,p75th_oop_member,med_claim_ct,p25th_claim_member,p75th_claim_member
20231,dashboard_2,Sonoma,All,,All,Chronic Kidney Disease,18578,210,0,1320.64,25,11,49
20232,dashboard_2,Sonoma,All,,more than 1 chronic condition,Chronic Kidney Disease,18272,215.72,0,1352.24,25,11,49
20233,dashboard_2,Sonoma,All,,All,Colorectal Cancer,1864,371.87,0,1993.86,28,12,54
20234,dashboard_2,Sonoma,All,,more than 1 chronic condition,Colorectal Cancer,1864,371.87,0,1993.86,28,12,54
20235,dashboard_2,Sonoma,All,,1 chronic condition,Combined Cancer,642,148.28,9.5,665.44,12,6,22
20236,dashboard_2,Sonoma,All,,All,Combined Cancer,15286,384.18,15,1696.2,25,12,47
20237,dashboard_2,Sonoma,All,,more than 1 chronic condition,Combined Cancer,14644,398.08,15,1744.03,26,12,48
20238,dashboard_2,Sonoma,All,,1 chronic condition,COPD,482,55,0,413.08,11,5,19
20239,dashboard_2,Sonoma,All,,All,COPD,12124,225,0,1480,27,12,52
20240,dashboard_2,Sonoma,All,,more than 1 chronic condition,COPD,11642,239.6,0,1536.95,28,12,53
20241,dashboard_2,Sonoma,All,,1 chronic condition,Dementia,181,29.77,0,316.48,9,4,18
20242,dashboard_2,Sonoma,All,,All,Dementia,8278,200,0,1270,23,9,46
20243,dashboard_2,Sonoma,All,,more than 1 chronic condition,Dementia,8097,200,0,1319.26,24,10,47
20244,dashboard_2,Sonoma,All,,1 chronic condition,Depression,8106,10,0,170,10,5,18
20245,dashboard_2,Sonoma,All,,All,Depression,50644,55,0,630.65,20,9,40
20246,dashboard_2,Sonoma,All,,more than 1 chronic condition,Depression,42538,70.88,0,760,23,11,44
20247,dashboard_2,Sonoma,All,,1 chronic condition,Diabetes,3258,38.11,0,226.13,10,6,16
20248,dashboard_2,Sonoma,All,,All,Diabetes,31946,95,0,729.26,19,9,37
20249,dashboard_2,Sonoma,All,,more than 1 chronic condition,Diabetes,28688,110,0,809.78,20,10,39
20250,dashboard_2,Sonoma,All,,1 chronic condition,Heart Failure,115,20,0,359.72,9,5,17.75
20251,dashboard_2,Sonoma,All,,All,Heart Failure,10852,388.61,0,2415.53,32,14,59
20252,dashboard_2,Sonoma,All,,more than 1 chronic condition,Heart Failure,10737,397.07,0,2435.87,32,14,60
20253,dashboard_2,Sonoma,All,,1 chronic condition,Hip/Pelvic Fracture,67,130,0,853.65,14,6,26.5
20254,dashboard_2,Sonoma,All,,All,Hip/Pelvic Fracture,1350,825.72,0,3371.02,37,18,65
20255,dashboard_2,Sonoma,All,,more than 1 chronic condition,Hip/Pelvic Fracture,1283,899.79,0,3463.54,38,20,66
20256,dashboard_2,Sonoma,All,,1 chronic condition,Hyperlipidemia,7380,65,0,356.95,9,5,15
20257,dashboard_2,Sonoma,All,,All,Hyperlipidemia,75598,185,0,906.76,18,8,34
20258,dashboard_2,Sonoma,All,,more than 1 chronic condition,Hyperlipidemia,68218,208.33,0,991.19,19,9,37
20259,dashboard_2,Sonoma,All,,1 chronic condition,Hypertension,7784,50,0,270,8,4,14
20260,dashboard_2,Sonoma,All,,All,Hypertension,79934,150.54,0,868.01,18,8,35
20261,dashboard_2,Sonoma,All,,more than 1 chronic condition,Hypertension,72150,180,0,960,19,9,37
20262,dashboard_2,Sonoma,All,,1 chronic condition,Ischemic Heart Disease,294,50,0,340.2,8,5,14.5
20263,dashboard_2,Sonoma,All,,All,Ischemic Heart Disease,19739,369.28,0,1678.34,25,11,49
20264,dashboard_2,Sonoma,All,,more than 1 chronic condition,Ischemic Heart Disease,19445,375,3.63,1704.41,26,12,49
20265,dashboard_2,Sonoma,All,,1 chronic condition,Obesity,3187,0,0,120,10,5,19
20266,dashboard_2,Sonoma,All,,All,Obesity,26797,90,0,868.86,21,10,42
20267,dashboard_2,Sonoma,All,,more than 1 chronic condition,Obesity,23610,122.18,0,996.4,23,11,44
20268,dashboard_2,Sonoma,All,,1 chronic condition,Osteoporosis,1422,60,5,317.1,10,5,16
20269,dashboard_2,Sonoma,All,,All,Osteoporosis,15380,204,10,999.86,20,9,38
20270,dashboard_2,Sonoma,All,,more than 1 chronic condition,Osteoporosis,13958,235,10,1092.61,21,10,40
20271,dashboard_2,Sonoma,All,,1 chronic condition,Rheumatoid Arthritis,6659,125,10,550,12,7,21
20272,dashboard_2,Sonoma,All,,All,Rheumatoid Arthritis,48802,255,0,1176.65,23,11,42
20273,dashboard_2,Sonoma,All,,more than 1 chronic condition,Rheumatoid Arthritis,42143,290,0,1300,26,13,46
20274,dashboard_2,Sonoma,All,,1 chronic condition,Stroke,323,80,0,714.26,12,6,20.5
20275,dashboard_2,Sonoma,All,,All,Stroke,5578,480,0,2467.5,32,15,58
20276,dashboard_2,Sonoma,All,,more than 1 chronic condition,Stroke,5255,520,0,2543.21,33,16,59
20277,dashboard_2,Sonoma,"All, Excluding Medi-Cal",,1 chronic condition,Acute Myocardial Infarction,-1,235,235,235,11,11,11
20278,dashboard_2,Sonoma,"All, Excluding Medi-Cal",,All,Acute Myocardial Infarction,-1,2500,412.91,5254.76,40,19,71
20279,dashboard_2,Sonoma,"All, Excluding Medi-Cal",,more than 1 chronic condition,Acute Myocardial Infarction,1263,2500,422.05,5256.74,40,19,71
20280,dashboard_2,Sonoma,"All, Excluding Medi-Cal",,1 chronic condition,Alzheimers Disease,-1,197,142.98,211.83,8,7.5,11.5
20281,dashboard_2,Sonoma,"All, Excluding Medi-Cal",,All,Alzheimers Disease,-1,488.3,40,2098.33,18,8,37
20282,dashboard_2,Sonoma,"All, Excluding Medi-Cal",,more than 1 chronic condition,Alzheimers Disease,1676,490,40,2102.29,18,8,37
20283,dashboard_2,Sonoma,"All, Excluding Medi-Cal",,1 chronic condition,Anemia,1427,233.25,30,1155.31,13,6,24
20284,dashboard_2,Sonoma,"All, Excluding Medi-Cal",,All,Anemia,17064,885,120,3161.55,30,13,57
20285,dashboard_2,Sonoma,"All, Excluding Medi-Cal",,more than 1 chronic condition,Anemia,15637,975.24,147.41,3349.06,32,14,59
20286,dashboard_2,Sonoma,"All, Excluding Medi-Cal",,1 chronic condition,Anxiety,7015,105,20,460,10,5,18
20287,dashboard_2,Sonoma,"All, Excluding Medi-Cal",,All,Anxiety,35472,315,48.22,1345.38,18,8,36
20288,dashboard_2,Sonoma,"All, Excluding Medi-Cal",,more than 1 chronic condition,Anxiety,28457,409.04,63.96,1646.42,21,10,40
20289,dashboard_2,Sonoma,"All, Excluding Medi-Cal",,1 chronic condition,Asthma,5101,95,20,365,8,4,14
20290,dashboard_2,Sonoma,"All, Excluding Medi-Cal",,All,Asthma,21595,210,35,943.16,16,7,32
20291,dashboard_2,Sonoma,"All, Excluding Medi-Cal",,more than 1 chronic condition,Asthma,16494,270,45,1175.65,20,9,37
20292,dashboard_2,Sonoma,"All, Excluding Medi-Cal",,1 chronic condition,Atrial Fibrillation,420,136.02,30,443.05,10,5,17
20293,dashboard_2,Sonoma,"All, Excluding Medi-Cal",,All,Atrial Fibrillation,14007,590.89,81.21,2293.02,26,11,48
20294,dashboard_2,Sonoma,"All, Excluding Medi-Cal",,more than 1 chronic condition,Atrial Fibrillation,13587,615.37,90,2369.73,26,12,49
20295,dashboard_2,Sonoma,"All, Excluding Medi-Cal",,All,Breast Cancer,5940,479.89,75,1805.68,23,11,42
20296,dashboard_2,Sonoma,"All, Excluding Medi-Cal",,more than 1 chronic condition,Breast Cancer,5940,479.89,75,1805.68,23,11,42
20297,dashboard_2,Sonoma,"All, Excluding Medi-Cal",,1 chronic condition,Chronic Kidney Disease,236,75,10,384.97,10,6,18
20298,dashboard_2,Sonoma,"All, Excluding Medi-Cal",,All,Chronic Kidney Disease,17201,405,50,1844.66,23,11,46
20299,dashboard_2,Sonoma,"All, Excluding Medi-Cal",,more than 1 chronic condition,Chronic Kidney Disease,16965,415,50,1872.67,24,11,46
20300,dashboard_2,Sonoma,"All, Excluding Medi-Cal",,All,Colorectal Cancer,1714,666.97,80,2599.16,27,12,51
20301,dashboard_2,Sonoma,"All, Excluding Medi-Cal",,more than 1 chronic condition,Colorectal Cancer,1714,666.97,80,2599.16,27,12,51
20302,dashboard_2,Sonoma,"All, Excluding Medi-Cal",,1 chronic condition,Combined Cancer,586,236.09,30,770.4,12,6,21
20303,dashboard_2,Sonoma,"All, Excluding Medi-Cal",,All,Combined Cancer,14428,558.63,80,2062.45,24,11,45
20304,dashboard_2,Sonoma,"All, Excluding Medi-Cal",,more than 1 chronic condition,Combined Cancer,13842,577,80,2111,25,12,47
20305,dashboard_2,Sonoma,"All, Excluding Medi-Cal",,1 chronic condition,COPD,388,206.96,25,612.67,10,5,16
20306,dashboard_2,Sonoma,"All, Excluding Medi-Cal",,All,COPD,10919,560,70,2229.61,25,11,49
20307,dashboard_2,Sonoma,"All, Excluding Medi-Cal",,more than 1 chronic condition,COPD,10531,586.64,75,2326.98,26,11,50
20308,dashboard_2,Sonoma,"All, Excluding Medi-Cal",,1 chronic condition,Dementia,166,82.67,0,394.85,7,4,15
20309,dashboard_2,Sonoma,"All, Excluding Medi-Cal",,All,Dementia,8011,375,30,1756.54,21,8,43
20310,dashboard_2,Sonoma,"All, Excluding Medi-Cal",,more than 1 chronic condition,Dementia,7845,385,30,1805.21,22,9,44
20311,dashboard_2,Sonoma,"All, Excluding Medi-Cal",,1 chronic condition,Depression,5639,90,15,380.96,9,5,16
20312,dashboard_2,Sonoma,"All, Excluding Medi-Cal",,All,Depression,38943,275.32,40,1251,18,8,36
20313,dashboard_2,Sonoma,"All, Excluding Medi-Cal",,more than 1 chronic condition,Depression,33304,335,50,1465,21,10,40
20314,dashboard_2,Sonoma,"All, Excluding Medi-Cal",,1 chronic condition,Diabetes,2465,100,26.01,401,10,6,15
20315,dashboard_2,Sonoma,"All, Excluding Medi-Cal",,All,Diabetes,26863,285.84,41.37,1178.63,17,9,34
20316,dashboard_2,Sonoma,"All, Excluding Medi-Cal",,more than 1 chronic condition,Diabetes,24398,316.44,46.13,1285.03,19,9,36
20317,dashboard_2,Sonoma,"All, Excluding Medi-Cal",,1 chronic condition,Heart Failure,80,208.46,20,688.75,8,4,13
20318,dashboard_2,Sonoma,"All, Excluding Medi-Cal",,All,Heart Failure,9817,875.04,120,3129.96,30,13,57
20319,dashboard_2,Sonoma,"All, Excluding Medi-Cal",,more than 1 chronic condition,Heart Failure,9737,886.97,120,3150.27,31,13,57
20320,dashboard_2,Sonoma,"All, Excluding Medi-Cal",,1 chronic condition,Hip/Pelvic Fracture,45,437.99,148.75,1610.28,11,6,22
20321,dashboard_2,Sonoma,"All, Excluding Medi-Cal",,All,Hip/Pelvic Fracture,1238,1515,225,4055.34,38,18,64
20322,dashboard_2,Sonoma,"All, Excluding Medi-Cal",,more than 1 chronic condition,Hip/Pelvic Fracture,1193,1556,227.5,4098.68,38,20,65
20323,dashboard_2,Sonoma,"All, Excluding Medi-Cal",,1 chronic condition,Hyperlipidemia,6292,121.4,20,444.24,9,5,15
20324,dashboard_2,Sonoma,"All, Excluding Medi-Cal",,All,Hyperlipidemia,68719,320.86,45,1164.74,17,8,33
20325,dashboard_2,Sonoma,"All, Excluding Medi-Cal",,more than 1 chronic condition,Hyperlipidemia,62427,350,50,1262.4,18,9,35
20326,dashboard_2,Sonoma,"All, Excluding Medi-Cal",,1 chronic condition,Hypertension,6689,90,20,354.06,8,4,13
20327,dashboard_2,Sonoma,"All, Excluding Medi-Cal",,All,Hypertension,71631,310,43.77,1185.58,17,8,33
20328,dashboard_2,Sonoma,"All, Excluding Medi-Cal",,more than 1 chronic condition,Hypertension,64942,348.5,50,1300,18,9,35
20329,dashboard_2,Sonoma,"All, Excluding Medi-Cal",,1 chronic condition,Ischemic Heart Disease,269,80,15,413.54,8,5,14
20330,dashboard_2,Sonoma,"All, Excluding Medi-Cal",,All,Ischemic Heart Disease,18721,571.75,85,2123.49,24,11,47
20331,dashboard_2,Sonoma,"All, Excluding Medi-Cal",,more than 1 chronic condition,Ischemic Heart Disease,18452,584.69,90,2156.63,25,11,47
20332,dashboard_2,Sonoma,"All, Excluding Medi-Cal",,1 chronic condition,Obesity,1680,125,30,600,9,4.5,16
20333,dashboard_2,Sonoma,"All, Excluding Medi-Cal",,All,Obesity,20443,395,65,1622.4,20,9,39
20334,dashboard_2,Sonoma,"All, Excluding Medi-Cal",,more than 1 chronic condition,Obesity,18763,430.69,75,1739.13,21,10,40
20335,dashboard_2,Sonoma,"All, Excluding Medi-Cal",,1 chronic condition,Osteoporosis,1394,72.44,10,332.22,9,5,15
20336,dashboard_2,Sonoma,"All, Excluding Medi-Cal",,All,Osteoporosis,15040,290,35,1150.33,19,9,37
20337,dashboard_2,Sonoma,"All, Excluding Medi-Cal",,more than 1 chronic condition,Osteoporosis,13646,326.03,40,1285.06,21,10,39
20338,dashboard_2,Sonoma,"All, Excluding Medi-Cal",,1 chronic condition,Rheumatoid Arthritis,5998,190,40,650.29,12,7,20
20339,dashboard_2,Sonoma,"All, Excluding Medi-Cal",,All,Rheumatoid Arthritis,44882,425,80,1505.43,22,11,40
20340,dashboard_2,Sonoma,"All, Excluding Medi-Cal",,more than 1 chronic condition,Rheumatoid Arthritis,38884,480,90,1655.38,25,12,43
20341,dashboard_2,Sonoma,"All, Excluding Medi-Cal",,1 chronic condition,Stroke,236,340.5,80,1220.28,11,6,18
20342,dashboard_2,Sonoma,"All, Excluding Medi-Cal",,All,Stroke,4924,1094.46,220,3267.63,30,14,55
20343,dashboard_2,Sonoma,"All, Excluding Medi-Cal",,more than 1 chronic condition,Stroke,4688,1160,240,3351.23,32,16,57
20344,dashboard_2,Sonoma,COMMERCIAL,,All,Acute Myocardial Infarction,215,2000,200,4537.39,26,13,46
20345,dashboard_2,Sonoma,COMMERCIAL,,more than 1 chronic condition,Acute Myocardial Infarction,215,2000,200,4537.39,26,13,46
20346,dashboard_2,Sonoma,COMMERCIAL,,All,Alzheimers Disease,66,0,0,176.18,5,2,11
20347,dashboard_2,Sonoma,COMMERCIAL,,more than 1 chronic condition,Alzheimers Disease,66,0,0,176.18,5,2,11
20348,dashboard_2,Sonoma,COMMERCIAL,,1 chronic condition,Anemia,1241,216.73,30,1241.07,13,6,24
20349,dashboard_2,Sonoma,COMMERCIAL,,All,Anemia,4827,331,50,1795.56,19,9,37
20350,dashboard_2,Sonoma,COMMERCIAL,,more than 1 chronic condition,Anemia,3586,385,65,2026.59,23,10,43
20351,dashboard_2,Sonoma,COMMERCIAL,,1 chronic condition,Anxiety,6557,100,20,440,10,5,17
20352,dashboard_2,Sonoma,COMMERCIAL,,All,Anxiety,20919,170,30.93,757.58,14,7,26
20353,dashboard_2,Sonoma,COMMERCIAL,,more than 1 chronic condition,Anxiety,14362,220,45,946.84,16,8,30
20354,dashboard_2,Sonoma,COMMERCIAL,,1 chronic condition,Asthma,4704,100,20,386,7,4,14
20355,dashboard_2,Sonoma,COMMERCIAL,,All,Asthma,11249,160,35,700,11,6,23
20356,dashboard_2,Sonoma,COMMERCIAL,,more than 1 chronic condition,Asthma,6545,236.4,58.52,998.53,16,8,30
20357,dashboard_2,Sonoma,COMMERCIAL,,1 chronic condition,Atrial Fibrillation,210,136.75,40,574.26,10,5,16
20358,dashboard_2,Sonoma,COMMERCIAL,,All,Atrial Fibrillation,1875,224.75,35,1249.87,14,6,28
20359,dashboard_2,Sonoma,COMMERCIAL,,more than 1 chronic condition,Atrial Fibrillation,1665,245,30,1415,15,7,31
20360,dashboard_2,Sonoma,COMMERCIAL,,All,Breast Cancer,1644,324.49,60,1656.06,18,9,34
20361,dashboard_2,Sonoma,COMMERCIAL,,more than 1 chronic condition,Breast Cancer,1644,324.49,60,1656.06,18,9,34
20362,dashboard_2,Sonoma,COMMERCIAL,,1 chronic condition,Chronic Kidney Disease,120,120,20,734.31,11,6,19
20363,dashboard_2,Sonoma,COMMERCIAL,,All,Chronic Kidney Disease,2200,224.87,30,1229.83,17,7,34
20364,dashboard_2,Sonoma,COMMERCIAL,,more than 1 chronic condition,Chronic Kidney Disease,2080,232.73,30,1241.97,17,7,34.25
20365,dashboard_2,Sonoma,COMMERCIAL,,All,Colorectal Cancer,426,503.23,71.32,2494.42,21,9,41
20366,dashboard_2,Sonoma,COMMERCIAL,,more than 1 chronic condition,Colorectal Cancer,426,503.23,71.32,2494.42,21,9,41
20367,dashboard_2,Sonoma,COMMERCIAL,,1 chronic condition,Combined Cancer,310,177.5,36.25,1005.5,12,7,20
20368,dashboard_2,Sonoma,COMMERCIAL,,All,Combined Cancer,3495,300,50,1736.33,18,9,34
20369,dashboard_2,Sonoma,COMMERCIAL,,more than 1 chronic condition,Combined Cancer,3185,325,60,1782.15,18,9,35
20370,dashboard_2,Sonoma,COMMERCIAL,,1 chronic condition,COPD,172,180,35,622.3,9,4.75,14
20371,dashboard_2,Sonoma,COMMERCIAL,,All,COPD,1262,217.5,26.7,1029.31,14,6,30
20372,dashboard_2,Sonoma,COMMERCIAL,,more than 1 chronic condition,COPD,1090,240,20.94,1132.56,16,6,31.75
20373,dashboard_2,Sonoma,COMMERCIAL,,1 chronic condition,Dementia,-1,23.14,0,113.75,4,1.25,9.75
20374,dashboard_2,Sonoma,COMMERCIAL,,All,Dementia,-1,40,0,551.25,8,2,25.75
20375,dashboard_2,Sonoma,COMMERCIAL,,more than 1 chronic condition,Dementia,368,40,0,581.88,8,3,27.25
20376,dashboard_2,Sonoma,COMMERCIAL,,1 chronic condition,Depression,5012,90,15,389.25,9,5,16
20377,dashboard_2,Sonoma,COMMERCIAL,,All,Depression,18994,164.32,30,728.78,14,7,26
20378,dashboard_2,Sonoma,COMMERCIAL,,more than 1 chronic condition,Depression,13982,200.96,40,886.81,16,8,30
20379,dashboard_2,Sonoma,COMMERCIAL,,1 chronic condition,Diabetes,2029,102.06,30,413.35,10,6,15
20380,dashboard_2,Sonoma,COMMERCIAL,,All,Diabetes,9126,175,44.21,714.84,13,7,22
20381,dashboard_2,Sonoma,COMMERCIAL,,more than 1 chronic condition,Diabetes,7097,202,50,841.58,14,8,25
20382,dashboard_2,Sonoma,COMMERCIAL,,1 chronic condition,Heart Failure,47,349.9,71,1155.7,9,5,14
20383,dashboard_2,Sonoma,COMMERCIAL,,All,Heart Failure,1167,317.64,35,1550.95,16,7,36
20384,dashboard_2,Sonoma,COMMERCIAL,,more than 1 chronic condition,Heart Failure,1120,315.39,34.24,1611.72,17,7,37
20385,dashboard_2,Sonoma,COMMERCIAL,,1 chronic condition,Hip/Pelvic Fracture,33,401.44,125,1650.77,12,6,22
20386,dashboard_2,Sonoma,COMMERCIAL,,All,Hip/Pelvic Fracture,171,520,72.5,2399.51,22,10,46
20387,dashboard_2,Sonoma,COMMERCIAL,,more than 1 chronic condition,Hip/Pelvic Fracture,138,557.95,62.5,2517.45,28,13,52.5
20388,dashboard_2,Sonoma,COMMERCIAL,,1 chronic condition,Hyperlipidemia,2719,147,30,560.81,8,4,14
20389,dashboard_2,Sonoma,COMMERCIAL,,All,Hyperlipidemia,15315,219.63,45,964.5,12,6,22
20390,dashboard_2,Sonoma,COMMERCIAL,,more than 1 chronic condition,Hyperlipidemia,12596,240,50,1068.09,13,6,24
20391,dashboard_2,Sonoma,COMMERCIAL,,1 chronic condition,Hypertension,3880,93.3,20,370,8,4,12
20392,dashboard_2,Sonoma,COMMERCIAL,,All,Hypertension,18482,178.54,40,796.92,12,6,22
20393,dashboard_2,Sonoma,COMMERCIAL,,more than 1 chronic condition,Hypertension,14602,213.87,45,964.05,14,7,25
20394,dashboard_2,Sonoma,COMMERCIAL,,1 chronic condition,Ischemic Heart Disease,155,80,18,480.29,8,5,13
20395,dashboard_2,Sonoma,COMMERCIAL,,All,Ischemic Heart Disease,2738,240,40,1412.7,15,6,29.75
20396,dashboard_2,Sonoma,COMMERCIAL,,more than 1 chronic condition,Ischemic Heart Disease,2583,255,40,1491.29,15,6,30
20397,dashboard_2,Sonoma,COMMERCIAL,,1 chronic condition,Obesity,1467,125,30,640,9,4,16
20398,dashboard_2,Sonoma,COMMERCIAL,,All,Obesity,8552,255.07,60,1128.78,15,7,27
20399,dashboard_2,Sonoma,COMMERCIAL,,more than 1 chronic condition,Obesity,7085,290.63,75,1263.03,17,8,30
20400,dashboard_2,Sonoma,COMMERCIAL,,1 chronic condition,Osteoporosis,296,141.79,20,676.2,9,5,16
20401,dashboard_2,Sonoma,COMMERCIAL,,All,Osteoporosis,1402,165,20,862.05,13,5,25
20402,dashboard_2,Sonoma,COMMERCIAL,,more than 1 chronic condition,Osteoporosis,1106,174.55,20,961.85,15,5,28.75
20403,dashboard_2,Sonoma,COMMERCIAL,,1 chronic condition,Rheumatoid Arthritis,4094,165,45,679.65,12,7,19
20404,dashboard_2,Sonoma,COMMERCIAL,,All,Rheumatoid Arthritis,12877,240,60,1016,16,8,28
20405,dashboard_2,Sonoma,COMMERCIAL,,more than 1 chronic condition,Rheumatoid Arthritis,8783,289.63,70,1195.8,19,10,33
20406,dashboard_2,Sonoma,COMMERCIAL,,1 chronic condition,Stroke,157,410,80,2000,11,7,18
20407,dashboard_2,Sonoma,COMMERCIAL,,All,Stroke,896,562.26,94.5,2453.52,19,10,38.25
20408,dashboard_2,Sonoma,COMMERCIAL,,more than 1 chronic condition,Stroke,739,585,100,2499,23,11,43
20409,dashboard_2,Sonoma,MEDICAID,,1 chronic condition,Acute Myocardial Infarction,-1,0,0,0,38,38,38
20410,dashboard_2,Sonoma,MEDICAID,,All,Acute Myocardial Infarction,-1,0,0,0,42,20.25,78
20411,dashboard_2,Sonoma,MEDICAID,,more than 1 chronic condition,Acute Myocardial Infarction,449,0,0,0,42,20,78
20412,dashboard_2,Sonoma,MEDICAID,,1 chronic condition,Alzheimers Disease,-1,0,0,0,26,23,28.5
20413,dashboard_2,Sonoma,MEDICAID,,All,Alzheimers Disease,-1,0,0,0,34,17,56
20414,dashboard_2,Sonoma,MEDICAID,,more than 1 chronic condition,Alzheimers Disease,419,0,0,0,34,17,56.5
20415,dashboard_2,Sonoma,MEDICAID,,1 chronic condition,Anemia,1108,0,0,0,15,8,29.25
20416,dashboard_2,Sonoma,MEDICAID,,All,Anemia,6913,0,0,0,32,15,64
20417,dashboard_2,Sonoma,MEDICAID,,more than 1 chronic condition,Anemia,5805,0,0,0,38,18,70
20418,dashboard_2,Sonoma,MEDICAID,,1 chronic condition,Anxiety,4252,0,0,0,14,7,27
20419,dashboard_2,Sonoma,MEDICAID,,All,Anxiety,19403,0,0,0,25,11,49
20420,dashboard_2,Sonoma,MEDICAID,,more than 1 chronic condition,Anxiety,15151,0,0,0,29,14,55
20421,dashboard_2,Sonoma,MEDICAID,,1 chronic condition,Asthma,3117,0,0,0,11,6,20
20422,dashboard_2,Sonoma,MEDICAID,,All,Asthma,9162,0,0,0,20,9,41
20423,dashboard_2,Sonoma,MEDICAID,,more than 1 chronic condition,Asthma,6045,0,0,0,27,14,53
20424,dashboard_2,Sonoma,MEDICAID,,1 chronic condition,Atrial Fibrillation,35,0,0,0,11,4,18.5
20425,dashboard_2,Sonoma,MEDICAID,,All,Atrial Fibrillation,2229,0,0,0,32,15,58
20426,dashboard_2,Sonoma,MEDICAID,,more than 1 chronic condition,Atrial Fibrillation,2194,0,0,0,33,15,59
20427,dashboard_2,Sonoma,MEDICAID,,All,Breast Cancer,808,0,0,0,30,15,56
20428,dashboard_2,Sonoma,MEDICAID,,more than 1 chronic condition,Breast Cancer,808,0,0,0,30,15,56
20429,dashboard_2,Sonoma,MEDICAID,,1 chronic condition,Chronic Kidney Disease,81,0,0,0,12,5,24
20430,dashboard_2,Sonoma,MEDICAID,,All,Chronic Kidney Disease,3889,0,0,0,34,16,64
20431,dashboard_2,Sonoma,MEDICAID,,more than 1 chronic condition,Chronic Kidney Disease,3808,0,0,0,34,16,65
20432,dashboard_2,Sonoma,MEDICAID,,All,Colorectal Cancer,378,0,0,0,34,16,65.75
20433,dashboard_2,Sonoma,MEDICAID,,more than 1 chronic condition,Colorectal Cancer,378,0,0,0,34,16,65.75
20434,dashboard_2,Sonoma,MEDICAID,,1 chronic condition,Combined Cancer,80,0,0,0,15,6.75,32.75
20435,dashboard_2,Sonoma,MEDICAID,,All,Combined Cancer,2108,0,0,0,31,14.75,58.25
20436,dashboard_2,Sonoma,MEDICAID,,more than 1 chronic condition,Combined Cancer,2028,0,0,0,32,15,59
20437,dashboard_2,Sonoma,MEDICAID,,1 chronic condition,COPD,142,0,0,0,16,7,27
20438,dashboard_2,Sonoma,MEDICAID,,All,COPD,3533,0,0,0,34,16,62
20439,dashboard_2,Sonoma,MEDICAID,,more than 1 chronic condition,COPD,3391,0,0,0,34,17,64
20440,dashboard_2,Sonoma,MEDICAID,,1 chronic condition,Dementia,42,0,0,0,22.5,5.75,28
20441,dashboard_2,Sonoma,MEDICAID,,All,Dementia,1837,0,0,0,33,16,58
20442,dashboard_2,Sonoma,MEDICAID,,more than 1 chronic condition,Dementia,1795,0,0,0,34,17,59
20443,dashboard_2,Sonoma,MEDICAID,,1 chronic condition,Depression,3011,0,0,0,12,6,23.5
20444,dashboard_2,Sonoma,MEDICAID,,All,Depression,18383,0,0,0,25,11,49.5
20445,dashboard_2,Sonoma,MEDICAID,,more than 1 chronic condition,Depression,15372,0,0,0,29,14,55
20446,dashboard_2,Sonoma,MEDICAID,,1 chronic condition,Diabetes,997,0,0,0,11,6,20
20447,dashboard_2,Sonoma,MEDICAID,,All,Diabetes,9411,0,0,0,24,12,48
20448,dashboard_2,Sonoma,MEDICAID,,more than 1 chronic condition,Diabetes,8414,0,0,0,27,13,52
20449,dashboard_2,Sonoma,MEDICAID,,1 chronic condition,Heart Failure,46,0,0,0,14.5,7,38.5
20450,dashboard_2,Sonoma,MEDICAID,,All,Heart Failure,2916,0,0,0,37,17,69
20451,dashboard_2,Sonoma,MEDICAID,,more than 1 chronic condition,Heart Failure,2870,0,0,0,37,17,69
20452,dashboard_2,Sonoma,MEDICAID,,1 chronic condition,Hip/Pelvic Fracture,-1,0,0,0,23,10,47
20453,dashboard_2,Sonoma,MEDICAID,,All,Hip/Pelvic Fracture,-1,0,0,0,35,17,69
20454,dashboard_2,Sonoma,MEDICAID,,more than 1 chronic condition,Hip/Pelvic Fracture,284,0,0,0,36,18,71
20455,dashboard_2,Sonoma,MEDICAID,,1 chronic condition,Hyperlipidemia,1338,0,0,0,11,7,19
20456,dashboard_2,Sonoma,MEDICAID,,All,Hyperlipidemia,13792,0,0,0,24,11,46
20457,dashboard_2,Sonoma,MEDICAID,,more than 1 chronic condition,Hyperlipidemia,12454,0,0,0,26,13,49
20458,dashboard_2,Sonoma,MEDICAID,,1 chronic condition,Hypertension,1565,0,0,0,9,5,17
20459,dashboard_2,Sonoma,MEDICAID,,All,Hypertension,16980,0,0,0,23,11,46
20460,dashboard_2,Sonoma,MEDICAID,,more than 1 chronic condition,Hypertension,15415,0,0,0,25,12,49
20461,dashboard_2,Sonoma,MEDICAID,,1 chronic condition,Ischemic Heart Disease,32,0,0,0,8.5,4.75,25.75
20462,dashboard_2,Sonoma,MEDICAID,,All,Ischemic Heart Disease,3309,0,0,0,32,15,61
20463,dashboard_2,Sonoma,MEDICAID,,more than 1 chronic condition,Ischemic Heart Disease,3277,0,0,0,33,15,61
20464,dashboard_2,Sonoma,MEDICAID,,1 chronic condition,Obesity,1706,0,0,0,11.5,6,23
20465,dashboard_2,Sonoma,MEDICAID,,All,Obesity,9569,0,0,0,25,11,50
20466,dashboard_2,Sonoma,MEDICAID,,more than 1 chronic condition,Obesity,7863,0,0,0,29,14,54
20467,dashboard_2,Sonoma,MEDICAID,,1 chronic condition,Osteoporosis,84,0,0,0,12,4.75,25
